publication,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
2014 CAR,6332.8442982796,6284.85108664402,6401.47796797553,6539.94043249182,6618.56378296369,6701.27082243853,6906.46797101879,6969.67768948285,6984.64826129008,7042.3170147651,7205.71721079332,7095.73133485343,7137.35590205243,7182.06336581817,7305.73293592247,7329.79074680707,7273.08253589006,7390.72061939667,7191.60509654557,6733.71880817139,6956.38518362426,6825.2875646934,6702.1867585431,6722.38901168967,6730.79513301012,6778.1625222575,6764.47357589213,6825.57416049381,6883.82724584708,6940.72035890713,6969.83536980361,6992.37047443037,7041.68252457708,7075.59954257075,7097.82660503147,7123.649645448,7141.91302282723,7159.74932559814,7167.22429056115,7183.86217099288,7209.93022178601
