usproj_category,usproj_sector,usproj_source,usproj_subsource,region,gas,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Glass,IPPU,Glass,Glass,USA,CO2,MMTCO2e,2.26,2.15,2.24,2.27,2.34,2.33,2.37,2.47,2.53,2.57,2.54,2.42,2.43,2.39,2.42,2.4,2.4,2.3,2.2,1.9,2.06,2.06,2.02,2.02,2.01,2.01,2.12,1.98,1.99,1.94,1.86,1.97,1.96,1.96,1.89,1.92,1.83,1.69,1.55,1.43,1.26,1.18,1.12,1.1,1.08,1.06,1.04,1.04,1.04,1.06,1.04,1.04,1.04,1.04,1.04,1.06,1.06,1.08,1.08,1.08,1.08
GrasslandConvertCarbonStock,LULUCF,Grassland,GrasslandConvertCarbonStock,USA,CO2,MMTCO2e,35.3,34.8,34.3,32.5,30.1,30.3,28.7,28.3,24.6,25.3,22.1,21.7,21.3,21.5,21,21.8,20.5,21.6,21.4,23.1,22.7,22.8,20.9,22.1,24,21.2,23.7,23.8,25.2,25.4,28.7,24.5,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GrasslandFires,LULUCF,Grassland,GrasslandFires,USA,CH4,MMTCO2e,0.1,0.1,0.2,0.1,0.3,0.2,0.5,0.1,0.2,0.5,0.5,0.2,0.2,0.2,0.1,0.4,0.8,0.6,0.4,0.4,0.2,0.9,0.7,0.2,0.4,0.4,0.5,0.8,0.6,0.2,0.6,0.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GrasslandFires,LULUCF,Grassland,GrasslandFires,USA,N2O,MMTCO2e,0.1,0.1,0.1,0.1,0.3,0.1,0.4,0.1,0.2,0.4,0.4,0.2,0.2,0.2,0.1,0.4,0.7,0.5,0.3,0.4,0.2,0.8,0.6,0.2,0.4,0.4,0.5,0.7,0.5,0.1,0.5,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GrasslandRemainCarbonStock,LULUCF,Grassland,GrasslandRemainCarbonStock,USA,CO2,MMTCO2e,24.4,27.1,23.5,23.4,7,19.1,9.5,31.3,16.7,27.7,-1.6,15.4,18.8,16.2,19.2,24.1,8.5,23.7,10.3,13.3,27.4,12.1,10.3,25.4,29.7,24.8,42.5,28.8,28.6,28.5,16.1,10.6,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HCFC22,IPPU,HCFC22,HCFC22,USA,HFCs,MMTCO2e,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,29.6,29.6,29.6,14.8,14.8,14.8,14.8,14.8,14.8,0,14.8,14.8,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
IronSteelMetCoke,IPPU,IronSteelMetCoke,IronSteelMetCoke,USA,CH4,MMTCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IronSteelMetCoke,IPPU,IronSteelMetCoke,IronSteelMetCoke,USA,CO2,MMTCO2e,104.7,95.2,96,91.6,94.5,98.4,96.4,97.6,91.1,89,90.5,79.8,75.8,72.7,72.2,70.1,72.8,74.5,69.9,45.1,58.6,63,57.3,55.2,58.2,47.9,43.6,40.8,42.9,43.1,37.7,41.9,40.7,40.67,40.47,28.58,27.76,27.18,26.31,25.44,24.17,23.3,22.89,22.51,22.1,21.69,21.36,26.81,27.05,27.18,27.3,27.59,27.88,28.09,28.04,28.21,28.5,28.83,28.62,28.21,28.17
Landfills,Waste,Landfills,Landfills,USA,CH4,MMTCO2e,176.58,178.88,178.58,176.6,176.33,171.7,168.33,158.95,149.48,142.88,139.65,135.38,134.08,136.45,134.12,131.88,129.68,127.5,125.35,123.2,124.1,115.78,117.28,113.95,113.75,112.53,108.98,110.35,112.8,114.88,110.78,108.98,106.93,114.06,114.38,114.65,115.02,115.37,115.8,116.26,116.68,117.16,117.62,118.06,118.5,118.95,119.42,119.91,120.42,120.94,121.44,121.5,121.59,121.66,121.69,121.71,121.79,121.83,121.86,121.92,122.03
Lead,IPPU,Lead,Lead,USA,CO2,MMTCO2e,0.52,0.48,0.49,0.49,0.51,0.55,0.56,0.58,0.59,0.59,0.59,0.56,0.56,0.57,0.55,0.55,0.56,0.56,0.55,0.52,0.54,0.54,0.53,0.55,0.48,0.47,0.5,0.51,0.53,0.53,0.45,0.44,0.43,0.42,0.41,0.4,0.39,0.39,0.38,0.37,0.36,0.35,0.35,0.34,0.33,0.33,0.32,0.31,0.31,0.3,0.29,0.29,0.28,0.28,0.27,0.27,0.26,0.25,0.25,0.24,0.24
LimeProd,IPPU,LimeProd,LimeProd,USA,CO2,MMTCO2e,11.7,11.54,11.93,12.28,12.74,13.54,14.24,14.5,14.79,14.43,14.28,13.72,13.17,13.91,14.61,14.55,15.24,14.72,14.51,11.41,13.38,13.98,13.79,14.03,14.21,13.34,12.63,12.88,13.11,12.11,11.3,11.87,12.21,12.21,11.84,10.16,9.73,8.89,7.84,8.79,7.79,8,7.52,7.47,7.05,6.95,7.16,9.63,9.37,9.1,9.95,10.63,10.58,10.73,10.79,10.84,10.89,10.95,11,11.05,11.05
Liming,Agriculture,Liming,Liming,USA,CO2,MMTCO2e,4.69,5.01,4.44,3.8,4.14,4.39,4.36,4.29,4.78,4.49,4.37,4.48,5.03,4.59,3.83,4.35,4.22,4.46,5.03,3.67,4.78,3.87,5.97,3.91,3.59,3.74,3.02,3.07,2.24,2.2,2.89,2.39,3.27,3.08,2.9,2.73,2.57,2.42,2.28,2.14,2.02,1.9,1.79,1.68,1.59,1.49,1.41,1.32,1.25,1.17,1.1,1.04,0.98,0.92,0.87,0.82,0.77,0.72,0.68,0.64,0.6
Magnesium,IPPU,Magnesium,Magnesium,USA,CO2,MMTCO2e,0.13,0.13,0.13,0.13,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnesium,IPPU,Magnesium,Magnesium,USA,HFCs,MMTCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnesium,IPPU,Magnesium,Magnesium,USA,SF6,MMTCO2e,5.6,5.3,5.5,5.6,5.5,5.7,6.7,6.4,5.8,5.1,3.1,3,3,3.5,2.9,3,3,2.7,2,1.2,1.4,1.8,1.5,1.3,1,1,1.2,1,1.1,0.9,0.9,1.2,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Manure,Agriculture,Manure,Manure,USA,CH4,MMTCO2e,34.95,36.58,35.2,36.9,39.55,40.8,40.03,41.9,45.3,45.38,45.58,47,47.78,48.08,46.5,49.1,49.18,53.68,51.93,50.85,52.78,53.25,55.2,52.95,52.55,56.15,58.1,58.58,60.45,59.55,59.75,59.33,57.8,57.59,56.92,56.85,57.25,57.75,58.22,58.61,58.91,59.06,59.17,59.27,59.43,59.59,59.75,59.91,60.07,60.23,60.38,60.54,60.69,60.85,61,61.15,61.3,61.45,61.6,61.75,61.9
Manure,Agriculture,Manure,Manure,USA,N2O,MMTCO2e,14.9,15.2,15.2,14.9,15.79,16.09,16.09,16.09,16.39,16.99,17.28,17.28,17.58,17.58,16.99,16.99,17.88,17.88,17.58,17.28,17.28,17.28,17.58,17.28,17.28,17.58,18.18,18.48,18.77,18.77,19.07,19.37,19.07,18.6,18.44,18.64,18.93,19.26,19.55,19.75,19.89,19.99,20.06,20.12,20.28,20.43,20.59,20.74,20.9,21.05,21.21,21.36,21.52,21.67,21.83,21.99,22.14,22.3,22.46,22.61,22.77
MobileComb,Transportation,MobileComb,MobileComb,USA,CH4,MMTCO2e,7.2,7,7.1,7,7,6.9,6.8,6.6,6.4,5.8,5.5,5.2,5,4.7,4.6,4.3,4.2,4.1,3.8,3.6,3.6,3.6,3.4,3.3,3.1,3.1,3,2.9,2.8,2.9,2.5,2.6,2.6,2.17,2.18,2.18,2.19,2.2,2.2,2.21,2.22,2.23,2.25,2.26,2.27,2.29,2.31,2.33,2.35,2.37,2.39,2.41,2.43,2.45,2.48,2.5,2.53,2.55,2.58,2.61,2.63
MobileComb,Transportation,MobileComb,MobileComb,USA,N2O,MMTCO2e,38.4,39.9,42.3,44.1,46,47.7,49,50.2,50.9,49,48.3,46.4,44.9,43.2,41.1,37,37.4,34.5,31.9,30.3,29.3,28.2,26.2,24.5,22.6,20.8,19.8,18.7,17.7,19.1,16.1,16.8,16.7,15.55,15.23,14.91,14.76,14.61,14.46,14.31,14.16,14.1,14.05,14,13.94,13.89,13.91,13.92,13.94,13.96,13.97,14,14.02,14.05,14.07,14.1,14.14,14.17,14.21,14.24,14.28
N2OProdUse,IPPU,N2OProdUse,N2OProdUse,USA,N2O,MMTCO2e,4.17,4.17,3.87,4.47,4.47,4.47,4.47,4.77,4.77,4.77,4.77,4.77,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17,4.17
NEU,Energy,NEU,NEU,USA,CO2,MMTCO2e,99.1,102.6,105.2,93.7,102.4,103.3,101.4,109,121.6,133.1,123.4,117.9,120.7,114.3,132.2,125,123.9,112.6,107.2,89.7,90.1,88.3,91.2,104.6,92.2,105.7,98.7,107.1,118.4,106.5,97.8,111.6,102.8,102.8,101.22,104.38,107.54,109.13,109.13,110.71,112.29,113.87,113.87,115.45,117.03,120.2,121.78,123.36,124.94,126.52,131.27,134.43,137.59,139.18,142.34,145.5,147.08,151.83,151.83,153.41,154.99
NGSys,Energy,NGSys,NGSys,USA,CH4,MMTCO2e,195.33,200.12,197.45,197.28,199.35,192.88,191.45,193.38,190.83,187.52,190.33,191.15,189.33,188.5,190.12,187.62,194.73,193.05,195.93,184.95,178.45,173.25,169.05,168.08,165.83,166.9,162.05,163.7,169.88,168.52,160.98,155.88,154.58,147.91,145.78,144.09,142.35,142.03,141.58,140.62,140.29,140.05,139.37,139.49,139.68,139.53,139.38,139.4,139.61,139.73,140.11,140.46,141.1,141.33,141.2,141.91,142.94,143.83,144.72,145.65,146.83
NGSys,Energy,NGSys,NGSys,USA,CO2,MMTCO2e,32.43,31.55,31.45,31.16,31.12,29.09,27.4,27.14,25,25.53,25.97,25.73,26.09,25.99,26.41,26.31,27.08,27.39,28.03,26.37,26.48,26.81,26.3,28.17,29.1,29.4,29.91,31.47,32.77,38.52,36.72,35.78,36.47,37.38,37.56,37.75,38.08,38.46,38.76,39.1,39.42,39.83,40.16,40.55,40.96,41.33,41.66,42.02,42.36,42.69,43.06,43.4,43.76,43.99,44.27,44.58,44.94,45.21,45.55,45.8,46.06
NGSys,Energy,NGSys,NGSys,USA,N2O,MMTCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.17,0.07,0.07,0.08,0.09,0.09,0.1,0.11,0.11,0.12,0.13,0.13,0.14,0.15,0.15,0.16,0.17,0.17,0.18,0.19,0.19,0.2,0.21,0.21,0.22,0.23,0.23,0.24,0.25
Nitric,IPPU,Nitric,Nitric,USA,N2O,MMTCO2e,12.22,12.22,12.52,12.52,13.41,13.41,14.01,14.3,14.3,13.71,13.41,10.73,11.62,11.03,11.03,11.32,11.03,13.11,11.32,9.54,11.62,11.03,10.43,10.73,11.03,11.62,10.13,9.24,9.54,10.13,9.24,8.94,9.83,9.82,9.78,9.7,9.65,9.61,9.6,9.59,9.61,9.61,9.59,9.57,9.52,9.47,9.42,9.37,9.33,9.29,9.26,9.19,9.08,8.94,8.77,8.57,8.37,8.18,7.99,7.81,7.63
ODSSubs,IPPU,ODSSubs,ODSSubs,USA,CO2,MMTCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODSSubs,IPPU,ODSSubs,ODSSubs,USA,HFCs,MMTCO2e,0.3,0.5,1.6,5.5,13.5,29.4,41.1,52.2,60.1,68.3,75.2,81.9,86.7,91.2,95,99.5,105.8,113.1,121.1,130.3,137.8,140.9,143.3,145.4,149.6,154.1,155.8,156.2,157.9,162.1,166.2,172.6,178.1,205.31,161.06,159.34,158.88,156.91,153.28,170.78,164.17,157.89,151.58,145.04,137.49,131.45,111.84,108.32,104.24,100.16,96.09,92.18,88.87,86.29,84.42,83.31,83.07,82.96,83,83.2,83.64
ODSSubs,IPPU,ODSSubs,ODSSubs,USA,PFCs,MMTCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
OtherFluoroProd,IPPU,OtherFluoroProd,OtherFluoroProd,USA,NF3,MMTCO2e,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.6,0.6,0.7,0.6,0.5,0.3,0.5,0.6,0.7,0.7,0.7,0.6,0.7,0.5,0.5,0.3,0.3,0.2,0.2,0.4,0.1,0.6,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
OtherFluoroProd,IPPU,OtherFluoroProd,OtherFluoroProd,USA,PFCs,MMTCO2e,17.5,17.9,18.3,18.6,19,19.5,20.6,21.7,22.8,23.9,14.1,10.9,7.8,12.9,5.1,4,3.5,2.6,2.6,2.1,2.2,2.1,2.1,2.3,1.8,1.9,1.6,1.5,2.9,3,2.5,2.6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
OtherFluoroProd,IPPU,OtherFluoroProd,OtherFluoroProd,USA,SF6,MMTCO2e,5.8,6.2,6.5,6.8,7.1,7.5,7.4,7.3,7.2,7.1,7,5.5,3.9,3,3.5,3.3,3.3,2.6,2,1.3,0.7,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PetSys,Energy,PetSys,PetSys,USA,CH4,MMTCO2e,44.12,44.33,43.65,43.98,43,43.25,44.93,45.65,43.98,41.95,43.03,43.48,42.88,43.9,44.48,43.08,46.93,46.48,49.23,44.78,46.28,48.62,47.33,56.15,57.88,55,45.73,54.28,52.7,46.62,47.6,43.43,35.38,29.26,29.8,29.95,30.13,30.13,30.13,29.99,29.97,29.61,29.48,29.34,29.01,28.88,28.35,28.02,27.5,27.19,27.1,26.81,26.74,26.66,26.38,26.17,26.27,26.2,25.94,25.68,25.62
PetSys,Energy,PetSys,PetSys,USA,CO2,MMTCO2e,9.59,9.64,9.42,9.34,9.37,9.71,9.98,10.25,10.06,9.44,9.51,9.49,9.5,9.65,9.91,10.21,10.44,10.6,11.56,11.77,13.97,16.52,20.77,24.46,29.28,30.79,21.37,23.43,34.78,45.5,28.94,24.14,21.97,22.97,23.48,23.61,23.83,23.9,23.97,23.96,23.96,23.76,23.71,23.67,23.46,23.41,23.07,22.84,22.49,22.3,22.29,22.12,22.12,22.11,21.94,21.5,21.55,21.51,21.34,21.18,21.15
PetSys,Energy,PetSys,PetSys,USA,N2O,MMTCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.04,0.04,0.04,0.02,0.02,0.05,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09
Petrochem,IPPU,Petrochem,Petrochem,USA,CH4,MMTCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petrochem,IPPU,Petrochem,Petrochem,USA,CO2,MMTCO2e,20.08,21.44,22.16,22.66,24.57,25.82,26.8,28.04,28.44,29.97,29.54,26.25,27.24,27.06,29.51,26.88,27.32,27.75,24.44,23.48,26.96,26.05,26.09,25.89,25.63,27.19,26.78,27.33,27.2,28.48,27.93,30.66,28.79,29.77,30.15,30.54,30.92,31.31,31.69,32.08,32.47,32.85,33.24,33.62,34.01,34.39,34.78,35.17,35.55,35.94,36.32,36.71,37.09,37.48,37.86,38.25,38.64,39.02,39.41,39.79,40.18
Phosphoric,IPPU,Phosphoric,Phosphoric,USA,CO2,MMTCO2e,1.53,1.4,1.51,1.3,1.52,1.51,1.55,1.54,1.59,1.54,1.38,1.26,1.34,1.38,1.4,1.34,1.16,1.2,1.13,0.98,1.09,1.17,1.12,1.15,1.04,1,1,1.02,0.94,0.91,0.9,0.87,0.84,0.82,0.79,0.77,0.75,0.73,0.71,0.69,0.67,0.65,0.63,0.61,0.6,0.58,0.56,0.55,0.53,0.52,0.5,0.49,0.47,0.46,0.45,0.44,0.42,0.41,0.4,0.39,0.38
Rice,Agriculture,Rice,Rice,USA,CH4,MMTCO2e,33.85,34.93,33.97,34.2,32.42,34.17,35.24,31.91,36.49,33.92,40.06,33.96,38.34,31.98,31.49,36.76,32.06,32.94,29.36,34.91,38.4,34.56,31.56,32.29,31.38,34.98,35.53,29.87,35.56,27.91,33.2,16.32,16.85,20.93,20.23,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.24,20.63,21.02,21.41,21.8,22.19,22.58,22.97,23.36,23.75,24.14,24.53,24.92,25.31,25.7,26.09,26.48,26.87
SF6PFCProdUse,IPPU,SF6PFCProdUse,SF6PFCProdUse,USA,PFCs,MMTCO2e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.2,0,0.1,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SF6PFCProdUse,IPPU,SF6PFCProdUse,SF6PFCProdUse,USA,SF6,MMTCO2e,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.4,2.1,1.7,1.2,0.8,1,1.1,0.9,1.1,1.1,0.8,0.8,0.6,0.5,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
SettlementsConvertCarbonStock,LULUCF,Settlements,SettlementsConvertCarbonStock,USA,CO2,MMTCO2e,57.2,58.6,59.9,61.6,63.2,64.9,66.7,68.6,70.3,71.9,73.7,75.1,76.1,76.6,76.9,77.1,77.1,77.3,77.2,77,76.7,76.3,75.9,75.3,74.8,74,73,72.6,71.4,70.2,68.8,68.2,68.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SettlementsRemainCarbonStock,LULUCF,Settlements,SettlementsRemainCarbonStock,USA,CO2,MMTCO2e,-111.2,-111.8,-109.9,-109,-107.3,-106.8,-107.9,-108.2,-109.9,-112.5,-113.8,-115.3,-114.4,-115.5,-117,-118.3,-119,-120.2,-123.4,-125.2,-125.7,-126.3,-126.2,-127.6,-128.6,-128.3,-127.9,-133.1,-133.5,-134,-134.3,-134.8,-134.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SettlementsSoils,LULUCF,Settlements,SettlementsSoils,USA,N2O,MMTCO2e,2.1,2.1,2.3,2.5,2.5,2.5,2.6,2.5,2.1,2.2,2.6,2.6,2.3,2.4,3.1,3.1,3.2,3.2,3.2,3,2.3,2.5,2.3,2.4,2.4,2.3,2.3,2.4,2.4,2.5,2.5,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SodaAsh,IPPU,SodaAsh,SodaAsh,USA,CO2,MMTCO2e,1.43,1.43,1.45,1.41,1.42,1.61,1.59,1.67,1.61,1.55,1.53,1.5,1.47,1.51,1.61,1.66,1.63,1.68,1.73,1.47,1.55,1.61,1.67,1.69,1.69,1.71,1.72,1.75,1.71,1.79,1.46,1.71,1.7,1.68,1.68,1.67,1.67,1.67,1.67,1.67,1.66,1.66,1.66,1.66,1.65,1.65,1.65,1.65,1.64,1.64,1.64,1.64,1.64,1.63,1.63,1.63,1.63,1.62,1.62,1.62,1.62
StandaloneDigesters,Waste,StandaloneDigesters,StandaloneDigesters,USA,CH4,MMTCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StationaryComb,Energy,StationaryComb,StationaryComb,USA,CH4,MMTCO2e,9.7,9.8,10.2,9.5,9.3,9.3,9.6,8.7,8,8.2,8.6,8.1,8.2,8.5,8.7,8.8,8.2,8.7,8.9,8.9,9.5,9.3,8.4,9.7,9.9,9.5,8.8,8.6,9.6,9.8,8,8,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StationaryComb,Energy,StationaryComb,StationaryComb,USA,N2O,MMTCO2e,22.3,22.3,22.5,23.2,23.6,23.8,24.4,24.8,25.2,25.2,26.5,26.2,27.2,28.3,29.4,30.5,30.3,30.6,30.3,28.1,30.4,29.2,26.9,29.1,29.3,27.1,26.7,25.3,25.1,22.2,20.5,22,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TiO2,IPPU,TiO2,TiO2,USA,CO2,MMTCO2e,1.2,1.21,1.39,1.42,1.53,1.53,1.51,1.68,1.66,1.69,1.75,1.7,1.82,1.84,2.06,1.76,1.84,1.93,1.81,1.65,1.77,1.73,1.53,1.72,1.69,1.64,1.66,1.69,1.54,1.34,1.34,1.47,1.47,1.47,1.46,1.46,1.45,1.45,1.44,1.44,1.43,1.43,1.42,1.42,1.41,1.41,1.4,1.4,1.39,1.39,1.38,1.38,1.37,1.37,1.36,1.36,1.35,1.35,1.34,1.34,1.33
UreaConsNonAg,IPPU,UreaConsNonAg,UreaConsNonAg,USA,CO2,MMTCO2e,3.78,3.5,3.86,4.57,4.27,4.26,3.86,3.93,4.84,4.65,4.23,4.07,3.7,3.56,3.67,3.65,3.52,4.94,4.07,3.43,4.73,5.09,4.82,4.56,1.81,4.63,5.29,5.21,6.11,6.15,5.8,6.6,7.05,7.2,7.52,7.84,8.16,8.48,8.8,9.12,9.44,9.76,10.08,10.4,10.72,11.04,11.36,11.68,12,12.32,12.64,12.96,13.28,13.6,13.92,14.24,14.56,14.88,15.2,15.52,15.84
UreaFert,Agriculture,UreaFert,UreaFert,USA,CO2,MMTCO2e,2.42,2.31,2.45,2.64,2.68,2.66,2.59,2.69,2.95,3.02,3.21,3.41,3.57,3.68,3.65,3.5,3.66,3.76,3.61,3.56,3.78,4.1,4.28,4.44,4.51,4.68,4.72,4.82,4.94,5.03,5.13,5.23,5.33,5.44,5.54,5.64,5.74,5.84,5.94,6.05,6.15,6.25,6.35,6.45,6.55,6.65,6.75,6.86,6.96,7.06,7.16,7.26,7.36,7.46,7.57,7.67,7.77,7.87,7.97,8.07,8.17
WasteIncin,Energy,WasteIncin,WasteIncin,USA,CH4,MMTCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WasteIncin,Energy,WasteIncin,WasteIncin,USA,CO2,MMTCO2e,12.9,11.17,12.99,12.97,14.04,14.33,14.51,13.73,12.79,12.32,13.03,13,13.03,13.17,13.25,13.25,14.34,14.24,13.91,13.46,12.82,12.74,13.39,14.13,14.06,14.17,14.36,13.16,13.34,12.95,12.92,12.48,12.36,12.36,12.36,12.47,12.47,12.47,12.47,12.47,12.58,12.58,12.58,12.58,12.69,12.69,12.8,12.8,12.8,12.91,12.91,12.91,13.02,13.02,13.02,13.13,13.13,13.13,13.24,13.24,13.24
WasteIncin,Energy,WasteIncin,WasteIncin,USA,N2O,MMTCO2e,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
